O-PETER/1   380.00,XPE_IS12    380.00
O-PETER/1   380.00,XPE_PT11    380.00
O-PETER/1   380.00,XPE_PT12    380.00
O-WIEN/1    220.00,O-KLEDE/1   220.00
O-WIEN/1    220.00,O-NEUSI/1   220.00
O-WIEN/1    220.00,HADERSDORF/1220.00
O-WIEN/1    220.00,O-BISAM/1(1)220.00
O-WIEN/1    220.00,XWI_GY21    220.00
O-MAYRH21/1 220.00,O-ZELL/1    220.00
O-GREUTH/1  220.00,VILLACH Sü/1220.00
O-GREUTH/1  220.00,O-LIENZ/1(1)220.00
O-ZELL/1    220.00,O-9STRA21/1 220.00
O-ZELL/1    220.00,O-MAYRH22/1 220.00
O-ZELL/1    220.00,O-WESTT/1(1)220.00
VILLACH/1   380.00,FEIST/1     380.00
VILLACH/1   380.00,ROSEG/1     380.00
VILLACH/1   380.00,O-LIENZ/1   380.00
VILLACH/1   380.00,GREUTH/1    380.00
O-MALTA/1   220.00,O-LIENZ/1(1)220.00
O-NAUD/1    380.00,O-9PRUT21/1 380.00
O-NAUD/1    380.00,XNA_GL11    380.00
O-NAUD/1    380.00,XWE_PR11    380.00
O-NAUD/1    380.00,XWE_PR12    380.00
O-KAINA/1   380.00,O-YMELL11-/1380.00
O-KAINA/1   380.00,O-OBERS/1   380.00
O-KAINA/1   380.00,O-YMELL12-/2380.00
FEIST/1     380.00,O-OBERS/1   380.00
VILLACH Sü/1220.00,O-ROSEG/1   220.00
VILLACH Sü/1220.00,O-FEIST/1   220.00
VILLACH Sü/1220.00,O-LIENZ/1(1)220.00
O-YMELL11-/1380.00,O-OSTST11/1 380.00
O-SALZB/1   380.00,O-PONGA/1   380.00
O-SATTL/1   220.00,O-HAUSR/1   220.00
O-SATTL/1   220.00,O-ERNST/1(2)220.00
O-OBERS/1   380.00,ROSEG/1     380.00
O-9VILL21/1 220.00,O-9YVIL21-/1220.00
O-9VILL21/1 220.00,O-9YVIL22-/2220.00
O-WALG/1    220.00,O-WERB/1    220.00
O-WALG/1    220.00,XWA_BR21    220.00
O-WALG/1    220.00,XWA_WA21    220.00
